Attendance,Study_Hours,Previous_Marks,Result
49,3.5,86,Pass
48,1.5,86,Fail
72,1.5,73,Pass
67,3.5,57,Pass
73,2.0,72,Pass
59,4.0,47,Fail
89,4.5,64,Pass
44,2.0,63,Fail
63,1.0,63,Fail
80,3.0,54,Pass
91,1.0,50,Fail
59,3.5,48,Fail
72,4.5,41,Pass
39,4.0,56,Fail
46,3.0,33,Fail
39,5.5,88,Pass
82,1.0,30,Fail
54,5.5,84,Pass
82,5.0,42,Pass
39,3.0,85,Fail
91,1.5,75,Pass
89,1.5,89,Pass
41,5.5,86,Pass
37,2.0,74,Fail
39,5.5,36,Fail
90,3.5,63,Pass
50,3.0,49,Fail
71,4.0,87,Pass
63,1.5,86,Pass
87,3.0,47,Fail
67,5.5,72,Pass
68,2.0,49,Fail
99,5.5,72,Pass
45,6.0,68,Pass
89,1.0,61,Pass
38,3.5,86,Pass
66,1.5,42,Fail
93,4.0,81,Pass
78,6.0,73,Pass
80,5.5,45,Pass
52,5.5,55,Pass
62,1.5,30,Fail
59,3.5,67,Pass
69,2.0,87,Pass
65,5.5,33,Pass
56,1.5,34,Fail
55,1.5,58,Fail
51,0.5,45,Fail
59,1.5,44,Fail
45,1.5,70,Fail
92,1.0,54,Pass
74,5.5,84,Pass
44,5.0,55,Pass
80,2.0,68,Pass
90,5.0,53,Pass
50,3.0,43,Fail
45,5.0,58,Pass
36,2.5,75,Fail
38,3.5,92,Pass
85,2.5,28,Pass
99,1.5,62,Pass
38,3.5,70,Fail
84,4.5,31,Pass
40,4.5,83,Pass
73,2.5,44,Fail
84,3.5,86,Pass
58,4.5,64,Pass
36,1.0,36,Fail
74,1.0,77,Pass
99,2.5,36,Pass
52,1.5,75,Fail
47,2.5,82,Pass
43,1.0,65,Fail
71,4.0,44,Pass
74,4.0,56,Pass
86,5.0,62,Pass
84,4.0,72,Pass
93,2.5,69,Pass
87,5.5,53,Pass
51,4.5,78,Pass
71,3.5,79,Pass
54,1.5,74,Pass
56,4.0,44,Fail
96,4.0,58,Pass
79,4.5,55,Pass
98,5.0,82,Pass
62,5.5,82,Pass
70,5.5,86,Pass
67,4.0,41,Pass
42,6.0,77,Pass
50,5.5,86,Pass
69,0.5,37,Fail
39,4.0,28,Fail
96,1.5,32,Pass
43,2.0,67,Fail
48,2.0,55,Fail
85,3.0,39,Pass
41,0.5,62,Fail
94,2.0,80,Pass
82,0.5,85,Pass
39,4.0,78,Pass
80,5.5,87,Pass
76,6.0,67,Pass
84,3.0,84,Pass
89,2.0,54,Pass
82,5.0,85,Pass
73,1.0,88,Pass
56,6.0,73,Pass
80,4.5,55,Pass
97,3.5,45,Pass
73,1.0,48,Pass
78,0.5,34,Fail
63,3.5,28,Fail
84,3.0,54,Pass
100,5.0,28,Pass
45,4.0,87,Pass
48,3.0,70,Pass
70,1.5,84,Pass
66,3.0,56,Pass
72,1.5,41,Fail
38,4.0,45,Fail
61,4.0,85,Pass
73,5.0,34,Pass
73,3.0,74,Pass
78,2.0,41,Pass
82,5.0,50,Pass
77,4.5,25,Fail
86,4.5,59,Pass
76,3.5,34,Pass
70,5.5,85,Pass
74,2.0,32,Fail
42,2.5,43,Fail
53,5.0,26,Fail
69,1.0,95,Fail
92,5.0,70,Pass
79,2.5,70,Pass
41,1.0,61,Fail
73,1.0,86,Fail
49,5.0,35,Pass
83,5.0,80,Pass
89,2.0,81,Pass
74,1.0,28,Fail
73,2.0,34,Fail
57,1.5,63,Pass
64,4.5,31,Fail
91,1.5,45,Pass
82,1.5,53,Fail
69,0.5,36,Fail
59,4.0,74,Fail
38,4.5,60,Pass
44,4.0,70,Fail
48,3.5,58,Fail
59,6.0,54,Pass
96,3.0,59,Pass
68,5.0,88,Pass
50,4.0,53,Fail
42,1.0,70,Fail
57,5.0,83,Pass
88,3.5,68,Pass
60,4.0,41,Pass
85,1.5,34,Fail
87,3.0,66,Pass
42,5.5,76,Pass
75,1.5,79,Pass
97,0.5,74,Pass
61,2.0,25,Fail
38,3.0,79,Fail
95,5.0,67,Pass
92,4.0,94,Pass
69,5.5,79,Pass
71,3.0,55,Pass
49,2.5,72,Fail
88,2.0,68,Pass
67,1.5,49,Fail
37,4.5,62,Fail
79,1.0,39,Fail
97,2.0,31,Fail
89,5.5,76,Pass
53,3.5,52,Pass
38,1.0,78,Fail
96,4.5,59,Pass
96,3.5,82,Pass
70,5.0,77,Pass
77,4.5,78,Pass
65,0.5,55,Fail
62,1.5,92,Pass
43,2.0,53,Fail
41,4.5,81,Pass
50,3.5,59,Pass
89,4.5,41,Pass
44,3.5,69,Fail
50,2.5,58,Fail
71,1.0,43,Fail
49,1.5,52,Fail
46,2.5,36,Fail
72,3.5,94,Pass
59,5.5,70,Pass
76,2.0,37,Fail
94,4.0,79,Pass
45,1.5,67,Fail
94,4.5,76,Pass
94,0.5,66,Pass
89,4.0,29,Pass
76,1.5,39,Fail
75,1.5,79,Pass
77,3.5,78,Pass
80,2.5,78,Pass
36,3.0,26,Fail
97,2.0,81,Pass
73,5.5,56,Pass
86,2.0,74,Pass
60,3.5,44,Fail
36,5.0,79,Pass
68,4.0,94,Pass
68,2.5,43,Fail
63,3.5,80,Pass
57,1.0,67,Pass
51,3.5,44,Fail
69,3.0,46,Fail
59,4.5,76,Pass
98,5.0,45,Pass
46,1.5,28,Fail
56,1.0,86,Fail
54,2.5,66,Fail
70,3.5,78,Pass
67,2.5,67,Pass
77,4.0,61,Pass
97,3.5,79,Pass
54,5.5,27,Fail
80,3.0,47,Pass
37,1.0,69,Fail
52,2.0,91,Pass
65,4.0,53,Pass
37,2.0,93,Fail
75,2.0,78,Pass
79,2.5,59,Pass
84,4.5,55,Pass
69,5.5,34,Pass
74,2.5,68,Pass
61,1.5,29,Fail
38,3.0,55,Pass
41,2.5,42,Fail
78,6.0,92,Pass
100,3.0,50,Pass
36,4.0,59,Fail
71,5.5,51,Pass
84,4.0,35,Pass
89,2.0,50,Pass
70,4.0,80,Pass
75,2.5,68,Fail
80,3.0,56,Pass
91,6.0,82,Pass
43,2.0,25,Fail
95,3.0,83,Pass
37,1.5,29,Fail
89,1.5,86,Pass
40,4.0,91,Pass
48,4.5,82,Pass
35,4.0,26,Fail
64,2.5,62,Pass
57,1.0,83,Fail
46,3.0,63,Fail
64,3.5,50,Pass
61,4.5,58,Pass
85,4.0,31,Pass
93,5.5,60,Pass
77,5.0,27,Pass
43,2.5,70,Pass
54,4.0,52,Pass
94,4.5,38,Pass
41,6.0,26,Fail
61,3.0,90,Pass
96,4.0,64,Pass
97,2.5,70,Pass
62,4.5,80,Pass
78,5.5,69,Pass
65,5.5,54,Pass
84,1.5,69,Pass
37,1.5,43,Fail
44,4.5,64,Pass
75,4.0,39,Pass
50,5.5,89,Pass
78,2.0,61,Pass
58,5.0,41,Pass
93,4.5,70,Pass
88,1.5,31,Fail
67,1.0,55,Fail
85,4.5,86,Pass
53,1.5,79,Pass
67,5.0,74,Pass
48,3.5,58,Pass
91,3.0,56,Pass
88,2.0,26,Fail
94,6.0,67,Pass
92,4.5,65,Pass
97,5.0,25,Pass
50,4.5,35,Pass
96,3.5,26,Pass
72,5.5,43,Pass
62,3.5,25,Fail
71,3.5,54,Pass
57,2.0,58,Fail
54,2.0,56,Fail
51,4.5,39,Fail
40,2.5,62,Fail
67,4.5,82,Pass
93,5.5,45,Pass
76,3.0,47,Pass
69,1.0,63,Fail
63,4.0,41,Pass
65,0.5,49,Fail
49,5.0,57,Pass
88,3.5,52,Pass
48,3.0,82,Pass
82,3.5,84,Pass
84,3.5,53,Pass
72,2.5,56,Fail
91,2.0,92,Pass
54,3.0,60,Fail
92,5.5,95,Pass
82,1.0,78,Pass
87,2.5,43,Pass
78,1.5,41,Pass
90,3.0,36,Pass
100,1.0,81,Pass
62,4.5,46,Pass
88,1.0,72,Fail
83,4.0,63,Pass
64,2.0,83,Fail
95,3.0,78,Pass
61,1.5,29,Fail
72,4.5,49,Pass
42,5.5,61,Fail
50,1.5,81,Pass
90,5.5,75,Pass
61,2.5,63,Pass
61,3.5,82,Pass
51,4.5,55,Pass
67,1.5,29,Fail
87,3.0,86,Pass
93,1.0,62,Fail
40,4.5,82,Pass
72,3.0,52,Pass
65,5.5,66,Pass
75,2.0,48,Fail
64,5.5,54,Pass
61,1.5,35,Fail
66,4.0,77,Pass
73,2.0,45,Fail
68,1.5,46,Fail
66,1.0,50,Pass
88,4.0,55,Pass
83,2.0,65,Pass
57,3.5,73,Fail
87,6.0,72,Pass
90,2.0,55,Pass
45,0.5,59,Fail
73,1.5,35,Fail
54,1.0,62,Fail
83,3.0,86,Pass
51,4.5,57,Pass
79,2.0,91,Pass
52,1.5,36,Fail
68,4.0,77,Pass
97,2.0,75,Pass
60,3.5,73,Pass
92,5.5,71,Pass
99,2.0,27,Fail
92,3.5,77,Pass
46,5.0,60,Pass
88,4.5,62,Pass
37,4.5,29,Fail
61,4.5,38,Fail
92,3.5,89,Pass
80,3.5,47,Pass
70,4.5,53,Pass
60,4.5,38,Pass
88,4.0,69,Pass
81,2.5,77,Pass
65,5.0,89,Pass
93,2.0,64,Pass
50,1.5,44,Fail
46,2.5,30,Fail
77,2.0,44,Pass
98,4.0,68,Pass
51,2.0,93,Fail
51,4.0,31,Fail
44,3.5,52,Pass
91,1.5,72,Pass
50,2.0,65,Fail
68,3.5,71,Pass
99,4.5,57,Pass
36,2.5,44,Fail
71,2.0,59,Pass
68,2.0,52,Pass
87,1.0,75,Pass
58,0.5,37,Fail
62,6.0,60,Pass
46,1.0,92,Fail
83,1.0,62,Fail
86,5.5,42,Pass
44,4.0,91,Pass
61,3.0,42,Fail
93,4.0,78,Pass
35,5.5,33,Fail
54,1.0,85,Pass
71,2.0,38,Fail
57,5.0,53,Pass
53,5.0,93,Pass
65,6.0,66,Pass
47,2.0,43,Fail
69,5.5,25,Pass
81,2.5,25,Fail
72,4.5,44,Pass
41,5.5,62,Pass
90,1.5,59,Fail
46,1.5,90,Fail
85,3.5,78,Pass
58,5.0,90,Pass
86,1.0,61,Pass
48,5.0,56,Fail
47,2.5,65,Pass
67,2.5,51,Fail
37,2.5,40,Fail
50,5.5,84,Pass
82,1.0,73,Pass
89,3.5,48,Pass
40,1.5,56,Fail
92,5.5,41,Pass
87,5.0,64,Pass
92,2.0,50,Pass
80,2.0,86,Pass
79,2.5,62,Pass
69,2.5,54,Pass
77,5.0,77,Pass
95,3.5,88,Pass
42,3.0,82,Pass
56,4.5,60,Fail
40,3.0,50,Fail
96,1.0,71,Pass
64,1.0,82,Pass
79,2.5,94,Pass
90,4.0,57,Pass
99,1.0,72,Pass
46,3.5,46,Fail
87,2.0,31,Fail
93,4.5,43,Pass
38,0.5,26,Fail
84,3.0,61,Pass
58,1.0,51,Fail
77,2.5,72,Fail
68,0.5,68,Pass
52,3.0,37,Pass
44,4.5,72,Pass
43,1.0,38,Fail
42,4.5,25,Fail
76,3.5,93,Pass
58,3.5,27,Fail
49,4.0,49,Fail
80,2.5,70,Pass
80,4.5,51,Pass
70,5.0,52,Pass
96,5.0,76,Pass
60,2.0,67,Fail
89,4.0,61,Pass
40,1.5,87,Fail
83,3.0,33,Fail
99,0.5,58,Pass
90,1.5,42,Pass
73,4.0,28,Pass
76,5.5,94,Pass
58,1.0,76,Fail
79,3.5,40,Pass
85,4.0,53,Pass
100,5.5,41,Pass
67,4.0,73,Pass
39,1.0,50,Fail
74,1.5,89,Pass
43,4.0,40,Pass
51,1.5,49,Fail
56,5.5,90,Pass
83,5.5,87,Pass
47,5.5,46,Pass
46,2.0,59,Fail
38,4.5,87,Pass
92,4.0,72,Pass
80,0.5,70,Pass
38,2.0,71,Fail
37,1.5,89,Fail
71,2.5,61,Pass
53,5.5,38,Pass
74,5.0,58,Pass
63,2.0,76,Pass
95,3.5,59,Pass
54,1.5,47,Fail
79,2.0,72,Pass
39,1.0,57,Fail
97,4.0,92,Pass
99,4.0,50,Pass
83,5.0,75,Pass
65,5.5,64,Pass
49,1.5,30,Fail
88,4.5,58,Pass
83,1.0,27,Fail
49,2.5,80,Pass
64,3.5,76,Pass
65,1.0,29,Fail
89,1.5,60,Pass
79,2.0,92,Pass
77,1.0,45,Fail
77,5.5,88,Pass
53,2.0,36,Fail
59,3.5,25,Fail
38,6.0,62,Pass
86,3.5,42,Fail
63,3.0,87,Pass
63,5.5,72,Pass
51,1.5,73,Fail
49,1.5,72,Pass
73,3.5,73,Pass
50,3.0,77,Fail
39,5.0,72,Pass
85,0.5,83,Pass
59,4.0,64,Pass
60,4.5,50,Pass
63,6.0,58,Pass
88,1.5,56,Pass
56,2.0,48,Fail
84,5.5,54,Pass
96,4.0,52,Pass
78,0.5,33,Fail
63,1.0,83,Fail
84,5.0,78,Pass
65,3.5,49,Fail
62,3.5,91,Pass
69,5.5,91,Pass
56,2.0,85,Fail
42,1.5,27,Fail
62,4.0,51,Pass
43,5.5,57,Pass
62,2.0,75,Pass
71,4.0,69,Pass
95,1.5,72,Pass
37,1.5,79,Fail
75,5.5,91,Pass
65,1.0,64,Fail
36,0.5,88,Fail
51,5.0,82,Pass
43,2.5,49,Fail
49,2.5,82,Pass
53,5.0,33,Fail
61,1.5,36,Fail
69,4.0,94,Pass
35,2.0,55,Fail
46,1.0,57,Pass
41,4.5,92,Pass
71,2.5,50,Pass
56,5.5,42,Pass
71,5.5,30,Pass
49,5.0,62,Fail
37,2.5,39,Fail
96,2.0,30,Pass
42,5.5,82,Pass
43,3.0,48,Fail
45,4.5,66,Pass
99,5.0,32,Pass
75,2.0,60,Fail
75,1.0,69,Pass
99,4.0,56,Pass
41,3.5,49,Fail
98,2.0,47,Pass
48,3.5,33,Fail
75,5.0,33,Pass
62,2.5,60,Pass
60,2.0,35,Fail
96,4.5,41,Pass
45,5.0,37,Pass
100,5.5,81,Pass
60,1.5,56,Fail
77,5.5,64,Pass
98,4.5,66,Pass
39,4.5,53,Pass
95,2.0,46,Pass
72,0.5,52,Fail
81,3.5,62,Pass
45,2.0,50,Fail
70,2.0,35,Fail
79,5.5,89,Pass
65,1.5,76,Pass
45,5.5,30,Pass
51,3.5,88,Pass
91,5.0,37,Pass
37,2.0,32,Fail
81,4.0,37,Pass
100,3.5,90,Pass
35,5.5,40,Pass
45,1.5,80,Fail
79,1.5,70,Pass
39,5.5,61,Pass
73,1.0,51,Fail
79,4.0,32,Pass
73,1.0,75,Fail
59,1.0,53,Fail
80,4.0,62,Pass
74,3.5,29,Pass
48,3.5,79,Fail
72,3.0,73,Pass
92,4.5,62,Pass
78,6.0,60,Pass
66,2.0,49,Fail
56,2.5,49,Fail
41,2.5,30,Fail
51,4.5,73,Pass
36,2.5,28,Fail
99,4.0,25,Pass
49,3.0,27,Fail
88,4.0,39,Pass
46,5.0,65,Pass
53,3.5,73,Fail
62,3.0,54,Pass
56,2.0,54,Fail
87,3.5,65,Pass
97,2.0,67,Pass
92,5.0,84,Pass
45,2.5,82,Fail
85,1.0,83,Pass
45,2.0,84,Fail
94,3.5,87,Pass
69,5.5,64,Pass
57,2.0,67,Pass
45,2.0,76,Fail
36,2.5,39,Fail
51,6.0,50,Pass
94,5.0,89,Pass
87,1.5,62,Pass
98,4.0,29,Pass
42,5.0,53,Pass
73,4.5,36,Pass
52,3.0,50,Fail
70,4.5,63,Pass
56,3.5,60,Pass
53,1.5,59,Fail
72,1.0,26,Fail
47,2.5,56,Fail
65,1.0,27,Fail
77,2.5,53,Fail
43,5.0,70,Pass
95,5.0,34,Pass
68,0.5,89,Pass
88,1.0,69,Pass
78,4.0,40,Pass
81,3.0,53,Pass
82,1.5,32,Fail
92,5.0,27,Pass
75,1.5,89,Pass
53,1.0,72,Fail
41,4.5,80,Pass
74,4.0,69,Pass
39,2.5,88,Pass
51,4.5,88,Pass
39,5.5,29,Fail
71,0.5,38,Fail
45,4.0,53,Fail
75,1.5,49,Pass
86,3.0,62,Pass
88,3.0,44,Pass
55,2.5,81,Pass
71,1.5,26,Fail
72,5.0,80,Pass
66,2.5,53,Fail
78,5.5,25,Pass
49,2.5,84,Pass
99,5.0,56,Pass
41,3.5,76,Fail
89,2.5,86,Pass
74,4.5,27,Fail
51,5.0,43,Fail
83,3.0,33,Fail
40,3.0,32,Fail
85,3.5,91,Pass
73,3.5,81,Pass
42,3.0,51,Fail
40,4.5,73,Pass
84,2.5,89,Pass
54,3.0,40,Fail
93,4.0,26,Pass
85,6.0,83,Pass
80,2.0,76,Pass
53,2.0,36,Fail
81,1.5,59,Pass
97,4.5,36,Pass
41,3.0,67,Fail
56,2.5,70,Fail
50,1.5,44,Fail
61,5.5,80,Pass
83,3.0,58,Pass
66,4.0,74,Pass
72,1.0,70,Fail
55,1.0,57,Fail
44,1.0,45,Fail
52,2.5,39,Fail
91,3.0,77,Pass
74,2.0,70,Pass
60,2.5,45,Pass
86,0.5,93,Pass
39,2.5,82,Fail
52,1.0,34,Fail
50,1.0,36,Fail
99,0.5,63,Pass
81,4.5,32,Pass
75,5.5,93,Pass
35,4.0,70,Pass
47,1.0,30,Fail
76,6.0,56,Pass
60,6.0,41,Pass
95,3.0,59,Pass
85,1.0,42,Fail
64,4.5,83,Pass
84,6.0,75,Pass
98,5.0,88,Pass
65,4.0,39,Pass
77,4.0,52,Pass
95,6.0,81,Pass
51,1.0,51,Fail
93,1.5,52,Pass
41,5.0,94,Pass
77,1.5,79,Pass
86,2.5,85,Pass
75,2.0,53,Pass
67,2.0,66,Fail
75,0.5,57,Pass
45,3.5,57,Pass
49,2.5,34,Fail
53,3.5,84,Pass
74,2.0,52,Pass
64,5.5,66,Pass
51,4.0,85,Pass
92,6.0,79,Pass
59,2.5,39,Fail
64,0.5,68,Fail
62,5.0,60,Pass
47,5.0,43,Pass
83,1.0,28,Fail
64,4.0,69,Pass
36,4.0,80,Pass
98,1.5,91,Pass
88,3.5,50,Pass
82,2.0,53,Fail
91,0.5,36,Fail
94,5.5,94,Pass
57,3.0,84,Pass
75,5.0,92,Pass
75,4.5,60,Pass
52,6.0,40,Pass
49,3.0,65,Pass
42,3.0,51,Fail
78,2.0,49,Pass
86,4.0,31,Pass
84,3.0,30,Fail
56,4.5,52,Pass
48,2.5,90,Pass
64,1.0,76,Fail
71,5.0,78,Pass
95,5.0,41,Pass
92,2.5,76,Pass
95,4.5,53,Pass
90,3.0,29,Pass
98,4.5,53,Pass
65,2.5,34,Fail
38,3.5,85,Pass
40,1.0,84,Fail
60,1.5,45,Fail
52,5.0,68,Pass
46,2.5,50,Fail
97,0.5,36,Fail
48,1.5,70,Fail
97,3.0,78,Pass
84,4.5,79,Pass
77,2.5,35,Pass
79,4.5,61,Pass
57,5.0,27,Pass
77,2.5,31,Pass
47,5.0,31,Fail
96,1.0,29,Pass
55,3.0,48,Pass
52,1.0,50,Fail
81,1.0,74,Pass
78,1.0,48,Fail
64,1.0,35,Fail
76,5.0,91,Pass
45,3.5,86,Pass
79,5.5,34,Pass
53,3.5,50,Pass
53,4.0,37,Fail
46,1.5,92,Pass
57,3.5,50,Fail
57,2.5,32,Fail
65,5.5,76,Pass
47,5.5,75,Pass
48,1.5,42,Fail
70,4.0,48,Pass
43,4.0,54,Pass
80,3.5,44,Fail
96,1.0,45,Pass
63,4.0,81,Pass
94,5.0,78,Pass
41,2.5,73,Fail
38,3.5,73,Pass
82,1.0,62,Pass
84,5.5,50,Pass
90,1.0,75,Pass
39,1.5,33,Fail
85,2.0,35,Fail
59,5.0,34,Fail
55,4.5,76,Pass
46,0.5,66,Fail
100,1.5,57,Pass
39,4.5,58,Fail
89,2.5,83,Pass
77,0.5,34,Fail
83,6.0,52,Pass
81,1.5,78,Pass
91,3.5,71,Pass
47,2.0,55,Fail
35,4.5,41,Fail
74,5.0,91,Pass
58,2.5,54,Pass
43,4.0,86,Pass
47,5.5,79,Pass
57,5.0,85,Pass
40,3.0,26,Fail
39,3.0,58,Fail
95,5.5,43,Pass
55,0.5,44,Fail
99,0.5,44,Pass
98,1.5,52,Pass
44,5.0,54,Fail
81,1.5,69,Pass
74,2.0,46,Pass
80,4.0,44,Pass
41,1.5,50,Fail
47,2.0,73,Pass
40,3.0,25,Fail
74,2.0,77,Pass
99,6.0,49,Pass
79,1.5,65,Pass
81,5.0,78,Pass
99,3.0,61,Pass
79,1.0,70,Pass
38,1.0,89,Fail
91,3.5,27,Pass
59,2.5,49,Fail
35,2.0,90,Fail
68,6.0,84,Pass
96,3.0,68,Pass
52,5.5,41,Pass
67,1.5,48,Fail
46,1.5,85,Fail
39,4.0,74,Pass
40,2.0,45,Fail
82,1.5,34,Fail
91,1.0,80,Pass
44,1.0,65,Fail
54,4.5,92,Pass
48,2.0,53,Fail
37,6.0,49,Pass
71,1.5,45,Pass
80,2.5,59,Pass
77,2.5,48,Pass
60,3.5,30,Fail
71,5.5,47,Pass
41,5.0,40,Fail
45,0.5,82,Fail
96,3.0,41,Pass
84,5.0,57,Pass
95,0.5,72,Fail
95,3.5,35,Pass
77,2.0,62,Pass
95,3.0,84,Pass
62,3.0,66,Pass
35,2.5,59,Fail
39,5.5,84,Pass
42,3.5,91,Pass
41,5.5,82,Pass
58,4.5,54,Pass
81,2.5,68,Pass
86,3.0,62,Pass
73,2.5,46,Fail
45,5.0,55,Pass
84,1.5,83,Pass
58,5.5,46,Pass
36,3.5,87,Fail
53,4.0,94,Pass
56,3.5,46,Pass
53,3.5,34,Fail
88,4.0,92,Pass
84,4.0,37,Pass
80,1.5,79,Pass
44,3.5,28,Fail
88,2.5,41,Pass
79,4.0,43,Pass
48,3.5,46,Fail
77,1.5,89,Fail
66,4.5,37,Pass
64,3.0,37,Fail
42,3.5,73,Pass
69,4.0,92,Pass
41,4.0,52,Pass
46,4.5,79,Pass
44,1.5,27,Fail
97,1.0,83,Pass
54,4.0,76,Pass
58,2.0,88,Fail
56,1.0,70,Fail
93,1.0,91,Pass
72,2.0,52,Pass
95,6.0,76,Pass
54,1.5,76,Fail
42,2.0,44,Fail
71,5.5,89,Pass
57,6.0,80,Pass
87,2.0,86,Pass
92,5.5,50,Pass
66,1.5,84,Pass
98,4.5,47,Pass
71,0.5,93,Pass
53,2.5,27,Fail
67,2.0,68,Fail
37,4.5,33,Fail
87,0.5,75,Pass
42,3.0,50,Fail
55,4.5,86,Pass
72,1.0,86,Pass
38,5.5,51,Pass
40,2.5,82,Pass
80,1.5,73,Pass
40,1.5,55,Fail
66,2.5,49,Fail
57,1.5,40,Fail
50,3.5,29,Fail
47,4.0,61,Pass
85,3.0,63,Pass
97,3.0,56,Pass
44,5.0,92,Pass
97,2.0,26,Fail
74,4.0,85,Pass
77,5.5,81,Pass
81,1.5,78,Pass
81,4.0,62,Pass
88,5.5,38,Pass
66,3.5,85,Pass
70,6.0,77,Pass
56,2.0,83,Pass
42,3.5,42,Fail
78,2.0,64,Pass
37,0.5,54,Fail
53,6.0,70,Pass
41,2.0,78,Pass
47,6.0,37,Pass
77,4.0,37,Pass
76,5.5,28,Pass
62,6.0,36,Pass
41,3.5,42,Fail
63,6.0,30,Pass
58,4.5,50,Pass
82,3.5,72,Pass
73,4.0,81,Pass
67,1.5,49,Fail
67,0.5,31,Fail
98,2.0,78,Pass
84,3.0,52,Pass
67,2.0,43,Fail
66,3.5,58,Pass
37,4.0,93,Pass
96,4.0,51,Pass
56,5.5,92,Pass
52,6.0,43,Fail
100,5.5,32,Pass
82,4.0,36,Pass
38,1.5,79,Fail
39,5.5,63,Pass
37,1.5,66,Fail
74,1.5,93,Pass
40,2.0,60,Fail
96,3.5,33,Pass
96,4.0,75,Pass
70,0.5,40,Fail
75,5.0,66,Pass
54,1.5,85,Fail
39,2.0,58,Fail
83,2.5,47,Fail
42,2.5,65,Fail
41,4.5,34,Fail
55,0.5,47,Fail
36,1.5,60,Fail
63,0.5,43,Fail
81,5.0,28,Pass
87,6.0,66,Pass
74,4.0,53,Pass
90,3.5,52,Pass
61,5.5,95,Pass
90,2.0,33,Fail
68,1.0,36,Fail
49,3.5,86,Pass
96,2.0,34,Pass
53,3.0,89,Pass
37,3.0,72,Fail
51,2.5,62,Fail
59,3.0,44,Fail
58,2.5,50,Fail
69,1.0,83,Pass
92,5.5,29,Pass
54,4.5,79,Pass
69,0.5,83,Fail
57,1.0,74,Fail
88,1.0,29,Fail
45,1.0,77,Fail
42,1.0,76,Fail
68,1.5,26,Fail
79,5.0,87,Pass
87,5.0,34,Pass
73,5.0,92,Pass
85,4.0,30,Pass
61,4.5,42,Pass
37,4.5,73,Pass
43,5.5,35,Fail
38,4.5,38,Fail
56,4.5,26,Fail
67,5.0,83,Pass
58,3.5,28,Fail
71,1.5,69,Fail
66,1.0,66,Fail
79,3.0,61,Pass
78,1.0,51,Pass
56,1.5,46,Fail
58,0.5,92,Pass
73,2.0,80,Pass
74,6.0,90,Pass
55,2.5,76,Fail
56,2.0,83,Fail
80,2.5,92,Pass
77,2.0,57,Fail
44,4.0,88,Pass
64,4.0,28,Pass
93,0.5,33,Fail
37,3.5,59,Fail
91,0.5,57,Fail
46,4.0,56,Fail
68,5.5,63,Pass
63,5.5,63,Pass
36,1.5,86,Fail
95,4.5,49,Pass
65,5.0,47,Pass
97,5.5,74,Pass
54,2.0,70,Fail
91,3.0,83,Pass
95,1.5,47,Pass
71,0.5,25,Fail
48,4.0,91,Pass
80,3.0,28,Fail
71,2.0,73,Pass
96,5.0,48,Pass
64,3.0,55,Fail
52,6.0,84,Pass
44,5.0,54,Fail
80,5.5,35,Pass
98,5.0,78,Pass
37,1.0,26,Fail
83,1.0,44,Fail
95,5.5,63,Pass
40,1.5,56,Fail
42,2.5,68,Pass
80,4.0,52,Pass
77,1.5,52,Fail
39,1.5,49,Fail
89,3.0,87,Pass
69,2.5,26,Pass
94,4.0,91,Pass
92,1.0,50,Pass
88,3.0,51,Pass
69,1.5,76,Pass
51,4.0,52,Fail
68,1.0,68,Fail
42,1.5,88,Fail
78,5.0,84,Pass
44,2.0,61,Fail
68,4.5,75,Pass
39,2.0,52,Fail
54,2.0,79,Fail
50,2.0,37,Fail
75,5.5,28,Pass
86,2.5,63,Pass
39,2.0,40,Fail
90,3.5,76,Pass
91,2.5,32,Pass
57,5.0,26,Pass
78,6.0,72,Pass
61,3.5,60,Pass
45,3.0,92,Pass
69,2.5,42,Pass
41,6.0,34,Fail
92,3.0,27,Fail
95,1.5,56,Pass
88,6.0,32,Pass
72,6.0,79,Pass
71,3.0,30,Pass
99,2.5,89,Pass
51,4.0,63,Fail
40,5.0,74,Fail
72,3.0,34,Fail
56,2.5,31,Fail
56,2.0,50,Fail
35,2.5,61,Fail
74,1.0,65,Fail
52,5.0,48,Pass
47,1.0,44,Fail
38,2.5,94,Fail
59,5.0,44,Pass
92,2.5,35,Pass
57,2.0,50,Fail
79,5.5,46,Pass
84,1.0,55,Pass
56,5.5,69,Pass
88,1.0,67,Pass
80,3.0,74,Pass
71,4.0,36,Fail
35,2.5,28,Fail
37,3.5,80,Pass
99,1.5,40,Pass
86,3.5,47,Pass
96,1.0,57,Pass
94,5.0,75,Pass
36,3.5,36,Fail
86,3.0,88,Pass
64,1.0,48,Fail
86,3.0,94,Pass
35,3.5,45,Fail
54,2.0,76,Pass
84,4.0,51,Pass
87,1.0,84,Pass
75,1.5,57,Pass
55,4.5,86,Pass
55,1.5,78,Fail
98,2.0,66,Pass
64,4.0,42,Pass
64,4.5,43,Fail
71,1.0,94,Fail
62,1.0,90,Pass
71,3.0,35,Fail
63,4.0,39,Pass
89,3.0,32,Fail
94,4.0,39,Pass
96,4.5,45,Pass
72,5.5,84,Pass
64,2.5,32,Fail
81,1.5,87,Pass
89,2.0,93,Pass
72,1.5,45,Fail
80,2.5,57,Pass
84,5.5,62,Pass
79,2.5,39,Fail
83,1.5,76,Pass
49,3.5,66,Pass
67,6.0,33,Pass
